target_id	length	eff_length	est_counts	tpm
Phvul.010G024600.1	657	493.731	5780	425.76
Phvul.010G009000.2	1518	1354.73	21.606	0.580028
Phvul.010G009000.1	1455	1291.73	0	0
Phvul.010G000200.1	816	652.731	119	6.6304
Phvul.010G018600.2	1866	1702.73	352	7.51837
Phvul.010G001200.1	1527	1363.73	1543	41.1495
Phvul.010G124300.1	552	388.741	2	0.18711
Phvul.010G071832.1	1737	1573.73	367	8.48131
Phvul.010G077400.1	375	212.855	0	0
Phvul.010G165100.1	2292	2128.73	1111	18.9811
Phvul.010G081100.1	2247	2083.73	95	1.65809
Phvul.010G011200.1	909	745.731	3	0.146307
Phvul.010G155200.2	483	319.844	588	66.8599
Phvul.010G138200.1	1503	1339.73	133	3.61045
Phvul.010G084400.1	666	502.731	530	38.3414
Phvul.010G122100.1	2157	1993.73	1182	21.5615
Phvul.010G122100.2	2052	1888.73	2.47021e-06	4.75653e-08
Phvul.010G070100.3	1833	1669.73	87.6667	1.90948
Phvul.010G070100.1	1833	1669.73	87.6667	1.90948
Phvul.010G070100.2	1833	1669.73	87.6667	1.90948
Phvul.010G145400.2	456	292.936	0	0
Phvul.010G163400.1	615	451.731	489	39.3692
Phvul.010G089500.1	333	172.097	0	0
Phvul.010G016900.1	942	778.731	57.9919	2.70837
Phvul.010G161600.3	855	691.731	375	19.7161
Phvul.010G119600.1	1287	1123.73	1530	49.5172
Phvul.010G088400.1	2235	2071.73	287.076	5.03955
Phvul.010G088400.2	2019	1855.73	5.92354	0.11609
Phvul.010G077900.1	2157	1993.73	213	3.88544
Phvul.010G118100.3	660	496.731	394.667	28.8959
Phvul.010G118100.1	660	496.731	394.667	28.8959
Phvul.010G118100.2	660	496.731	394.667	28.8959
Phvul.010G140900.1	816	652.731	572.911	31.9213
Phvul.010G082900.1	456	292.936	6082	755.095
Phvul.010G147700.1	753	589.731	71.4825	4.40832
Phvul.010G147700.2	588	424.731	12.5175	1.07184
Phvul.010G041100.1	408	245.369	0	0
Phvul.010G010800.1	546	382.741	213	20.2396
Phvul.010G010800.2	405	242.375	0	0
Phvul.010G075200.1	627	463.731	3	0.235279
Phvul.010G141200.2	816	652.731	513.303	28.6
Phvul.010G070200.1	2721	2557.73	240.916	3.42561
Phvul.010G070200.2	2721	2557.73	240.916	3.42561
Phvul.010G070200.3	2613	2449.73	86.5842	1.28543
Phvul.010G070200.4	2613	2449.73	86.5842	1.28543
Phvul.010G058500.1	621	457.731	302	23.9952
Phvul.010G144200.1	813	649.731	276	15.4491
Phvul.010G070600.1	1191	1027.73	39.125	1.38453
Phvul.010G070600.3	1116	952.731	247.875	9.46215
Phvul.010G066600.1	1011	847.731	381.919	16.3848
Phvul.010G014400.1	291	132.552	0	0
Phvul.010G078102.1	2292	2128.73	5	0.0854233
Phvul.010G037600.1	1326	1162.73	4	0.125115
Phvul.010G056400.1	381	218.731	52	8.64612
Phvul.010G065500.1	513	349.778	465.229	48.3728
Phvul.010G085100.1	639	475.731	101	7.72124
Phvul.010G123600.1	660	496.731	2055	150.459
Phvul.010G036700.1	1848	1684.73	0	0
Phvul.010G025400.1	2976	2812.73	438.275	5.66691
Phvul.010G025400.3	2973	2809.73	0	0
Phvul.010G025400.4	2628	2464.73	13.5381	0.199763
Phvul.010G025400.2	2604	2440.73	14.3478	0.213793
Phvul.010G025400.5	2544	2380.73	0	0
Phvul.010G025400.6	2247	2083.73	9.65304	0.168481
Phvul.010G025400.7	1935	1771.73	0	0
Phvul.010G162300.1	1167	1003.73	24.8751	0.901312
Phvul.010G153700.1	432	269.151	405	54.725
Phvul.010G098800.1	1752	1588.73	347.626	7.95773
Phvul.010G088700.1	2295	2131.73	141	2.40555
Phvul.010G137700.1	1167	1003.73	197.191	7.14492
Phvul.010G137700.2	912	748.731	34.8088	1.69079
Phvul.010G068700.1	699	535.731	19	1.28983
Phvul.010G069165.1	654	490.731	6	0.444667
Phvul.010G076001.1	315	154.936	0.5	0.117367
Phvul.010G076001.2	315	154.936	0.5	0.117367
Phvul.010G054400.1	978	814.731	870.889	38.8755
Phvul.010G101300.1	585	421.731	3	0.25871
Phvul.010G074500.1	360	198.185	66.5457	12.2117
Phvul.010G119400.1	5754	5590.73	860	5.59445
Phvul.010G160200.1	906	742.731	0	0
Phvul.010G160200.2	885	721.731	0	0
Phvul.010G160200.3	753	589.731	0	0
Phvul.010G088600.1	3321	3157.73	0	0
Phvul.010G024301.1	2952	2788.73	82.7086	1.07863
Phvul.010G142800.1	1143	979.731	210	7.79542
Phvul.010G016600.1	936	772.731	105.474	4.96416
Phvul.010G016600.2	723	559.731	46.5251	3.02298
Phvul.010G064000.1	1434	1270.73	1	0.0286203
Phvul.010G164600.1	423	260.237	20	2.79504
Phvul.010G017000.1	942	778.731	370.596	17.3077
Phvul.010G080300.1	1461	1297.73	133	3.7273
Phvul.010G048800.1	1527	1363.73	597	15.9211
Phvul.010G100100.1	6654	6490.73	2040	11.4305
Phvul.010G127500.1	2226	2062.73	4	0.0705252
Phvul.010G015600.1	645	481.731	268	20.2329
Phvul.010G015600.2	570	406.741	0	0
Phvul.010G048500.1	321	160.6	819	185.467
Phvul.010G149400.1	3438	3274.73	545.019	6.05289
Phvul.010G149400.2	3342	3178.73	239.981	2.74568
Phvul.010G042300.1	1422	1258.73	1	0.0288931
Phvul.010G159900.1	711	547.731	110	7.30386
Phvul.010G022100.1	801	637.731	0	0
Phvul.010G011000.1	1494	1330.73	0	0
Phvul.010G052600.2	654	490.731	5.07654	0.376229
Phvul.010G156200.1	1278	1114.73	26	0.848263
Phvul.010G092500.1	558	394.741	24	2.21119
Phvul.010G084200.1	3960	3796.73	468	4.48294
Phvul.010G133900.2	633	469.731	0	0
Phvul.010G133900.1	615	451.731	0	0
Phvul.010G099600.1	1044	880.731	222	9.16721
Phvul.010G009400.1	1803	1639.73	176	3.90362
Phvul.010G009400.2	1527	1363.73	0	0
Phvul.010G115000.1	7587	7423.73	1033.66	5.06387
Phvul.010G115000.2	7113	6949.73	140.341	0.734417
Phvul.010G053400.1	1437	1273.73	0	0
Phvul.010G003200.2	381	218.731	79.6208	13.2387
Phvul.010G003200.1	366	204.064	0	0
Phvul.010G148300.1	1830	1666.73	2823	61.5989
Phvul.010G027601.1	711	547.731	71.3558	4.73794
Phvul.010G065900.1	438	275.069	15.7221	2.07872
Phvul.010G123800.1	282	124.275	0	0
Phvul.010G123800.2	270	113.405	5	1.60348
Phvul.010G042600.1	1437	1273.73	2	0.0571057
Phvul.010G076720.1	534	370.751	8	0.784757
Phvul.010G097600.1	300	140.879	291	75.1234
Phvul.010G011300.2	801	637.731	374.979	21.3844
Phvul.010G011300.1	768	604.731	0.0207808	0.00124976
Phvul.010G061300.1	354	192.352	0	0
Phvul.010G147300.1	729	565.731	172	11.0572
Phvul.010G022300.1	1242	1078.73	1	0.0337143
Phvul.010G134200.1	2151	1987.73	0	0
Phvul.010G039800.1	1302	1138.73	911	29.0954
Phvul.010G165400.2	1914	1750.73	698.855	14.5176
Phvul.010G165400.1	1905	1741.73	635.255	13.2646
Phvul.010G165400.3	1881	1717.73	222.5	4.71088
Phvul.010G165400.4	1872	1708.73	69.1299	1.47136
Phvul.010G165400.5	1872	1708.73	69.1299	1.47136
Phvul.010G165400.6	1872	1708.73	69.1299	1.47136
Phvul.010G065600.1	783	619.731	262	15.3754
Phvul.010G108700.1	1239	1075.73	1	0.0338083
Phvul.010G031900.1	2439	2275.73	63	1.00681
Phvul.010G129600.1	621	457.731	1	0.0794542
Phvul.010G111900.1	1110	946.731	2712	104.181
Phvul.010G085500.1	1110	946.731	385	14.7898
Phvul.010G096700.1	567	403.741	1	0.0900791
Phvul.010G155900.1	543	379.751	1	0.0957698
Phvul.010G079000.2	357	195.264	0	0
Phvul.010G079000.3	354	192.352	0	0
Phvul.010G011400.1	1410	1246.73	1890	55.1336
Phvul.010G109000.1	231	79.806	12.6094	5.74629
Phvul.010G109000.2	231	79.806	12.6094	5.74629
Phvul.010G037000.1	1317	1153.73	0	0
Phvul.010G032600.3	600	436.731	10	0.832747
Phvul.010G150100.1	210	63.1427	10	5.75975
Phvul.010G010050.1	2340	2176.73	70.359	1.17555
Phvul.010G010050.2	2115	1951.73	0	0
Phvul.010G010050.3	1845	1681.73	45.641	0.98702
Phvul.010G010050.4	1620	1456.73	0	0
Phvul.010G022600.2	1380	1216.73	0	0
Phvul.010G110500.1	1665	1501.73	0	0
Phvul.010G007800.1	918	754.731	807.937	38.9325
Phvul.010G032900.1	987	823.731	25	1.10378
Phvul.010G068600.1	111	12.7372	4	11.4212
Phvul.010G056100.1	213	65.4401	0	0
Phvul.010G049900.1	1857	1693.73	759.771	16.3142
Phvul.010G049900.3	1854	1690.73	74.4482	1.60143
Phvul.010G049900.4	1851	1687.73	118.004	2.54286
Phvul.010G049900.2	1848	1684.73	9.77644	0.211046
Phvul.010G071766.1	2304	2140.73	746	12.6737
Phvul.010G144100.1	417	254.276	1	0.143029
Phvul.010G038300.1	1725	1561.73	559	13.0177
Phvul.010G091000.1	846	682.731	947	50.4461
Phvul.010G039400.1	315	154.936	0	0
Phvul.010G110300.1	1668	1504.73	75	1.81272
Phvul.010G055000.1	537	373.751	0	0
Phvul.010G144600.1	783	619.731	12	0.704215
Phvul.010G024866.1	2067	1903.73	40.817	0.779763
Phvul.010G062000.1	303	143.644	342	86.5898
Phvul.010G157500.1	873	709.731	251	12.862
Phvul.010G080700.1	660	496.731	78	5.71085
Phvul.010G117500.1	327	166.332	635	138.844
Phvul.010G057500.1	2421	2257.73	32.307	0.520417
Phvul.010G163700.1	1335	1171.73	1454	45.1298
Phvul.010G081400.1	1929	1765.73	63	1.29761
Phvul.010G081400.2	1929	1765.73	63	1.29761
Phvul.010G099400.3	2706	2542.73	16.1024	0.230313
Phvul.010G099400.4	2673	2509.73	46.8821	0.679371
Phvul.010G099400.2	2673	2509.73	46.8821	0.679371
Phvul.010G099400.5	2673	2509.73	46.8821	0.679371
Phvul.010G099400.6	2547	2383.73	0	0
Phvul.010G127100.1	3219	3055.73	905	10.7711
Phvul.010G097100.1	237	84.8096	764	327.624
Phvul.010G025600.1	255	100.155	3	1.08938
Phvul.010G052700.1	1392	1228.73	0	0
Phvul.010G044600.1	1059	895.731	3	0.121807
Phvul.010G067300.1	498	334.803	39	4.23645
Phvul.010G108200.1	1653	1489.73	395	9.6431
Phvul.010G032700.1	2295	2131.73	783	13.3585
Phvul.010G083000.1	381	218.731	35.5811	5.91612
Phvul.010G041900.2	681	517.731	28	1.9669
Phvul.010G106300.1	375	212.855	0	0
Phvul.010G001100.1	771	607.731	73.7938	4.41607
Phvul.010G001100.3	747	583.731	26.4089	1.64538
Phvul.010G001100.2	693	529.731	0	0
Phvul.010G001100.4	669	505.731	0	0
Phvul.010G001100.5	651	487.731	19.3092	1.43983
Phvul.010G001100.6	651	487.731	19.3092	1.43983
Phvul.010G001100.7	627	463.731	4.17887	0.327733
Phvul.010G100400.1	2484	2320.73	101	1.58279
Phvul.010G041600.1	1365	1201.73	99	2.99609
Phvul.010G139900.1	552	388.741	3	0.280665
Phvul.010G033400.1	1551	1387.73	543	14.2306
Phvul.010G019300.1	945	781.731	40	1.86093
Phvul.010G118800.1	2235	2071.73	0	0
Phvul.010G010500.1	1833	1669.73	290	6.31653
Phvul.010G025500.1	2925	2761.73	82.7615	1.08987
Phvul.010G025500.2	2589	2425.73	9.83975	0.147526
Phvul.010G083100.3	798	634.731	49.2917	2.8243
Phvul.010G025166.1	1179	1015.73	21.9151	0.784677
Phvul.010G071900.1	1458	1294.73	738	20.7302
Phvul.010G157000.1	2241	2077.73	13	0.227552
Phvul.010G046200.1	2658	2494.73	38.8655	0.566588
Phvul.010G068692.1	630	466.731	1075	83.7663
Phvul.010G068692.2	612	448.731	0	0
Phvul.010G068692.3	612	448.731	0	0
Phvul.010G124800.1	861	697.731	24	1.25098
Phvul.010G098000.1	984	820.731	21	0.930563
Phvul.010G156700.1	507	343.778	286	30.2562
Phvul.010G117900.1	1395	1231.73	339	10.0095
Phvul.010G026601.1	1272	1108.73	7.6195	0.249935
Phvul.010G063000.1	3735	3571.73	111.478	1.13511
Phvul.010G054000.1	852	688.731	85	4.48845
Phvul.010G108800.1	1281	1117.73	881.406	28.6791
Phvul.010G160900.1	1332	1168.73	749	23.3074
Phvul.010G052200.1	918	754.731	43	2.07207
Phvul.010G140301.1	3648	3484.73	160.184	1.67178
Phvul.010G157100.1	1119	955.731	44	1.67434
Phvul.010G145800.1	807	643.731	122	6.89259
Phvul.010G027450.1	768	604.731	92	5.5329
Phvul.010G050100.1	2433	2269.73	83	1.32994
Phvul.010G050100.2	2382	2218.73	0	0
Phvul.010G008000.1	1071	907.731	447	17.9093
Phvul.010G027232.1	738	574.731	68.8333	4.35573
Phvul.010G162400.1	489	325.836	324	36.1637
Phvul.010G000400.1	501	337.795	0	0
Phvul.010G019400.1	315	154.936	5	1.17367
Phvul.010G139200.1	1923	1759.73	2755	56.938
Phvul.010G078200.1	2544	2380.73	3097.14	47.3127
Phvul.010G078200.2	2391	2227.73	18.8613	0.307919
Phvul.010G087900.1	732	568.731	0	0
Phvul.010G054900.1	771	607.731	0	0
Phvul.010G073200.1	2295	2131.73	282.215	4.81476
Phvul.010G073200.2	2184	2020.73	5.71087e-08	1.02783e-09
Phvul.010G073200.3	1872	1708.73	31.785	0.676513
Phvul.010G017400.1	948	784.731	23	1.06594
Phvul.010G126500.1	462	298.906	1	0.121673
Phvul.010G010400.1	408	245.369	1315	194.91
Phvul.010G063100.1	3648	3484.73	49.779	0.519522
Phvul.010G044300.1	1341	1177.73	818	25.2601
Phvul.010G107800.1	1932	1768.73	92	1.8917
Phvul.010G125600.1	3870	3706.73	1017	9.97831
Phvul.010G062300.3	1494	1330.73	36.9647	1.01024
Phvul.010G062300.1	1386	1222.73	51.0353	1.51798
Phvul.010G062300.2	1380	1216.73	1.07168e-07	3.20331e-09
Phvul.010G024833.1	708	544.731	0	0
Phvul.010G135050.1	1005	841.731	5	0.216035
Phvul.010G108100.1	1656	1492.73	695	16.9329
Phvul.010G077790.1	1140	976.731	907	33.7722
Phvul.010G076400.1	234	82.2803	0	0
Phvul.010G126900.1	1548	1384.73	1	0.0262641
Phvul.010G144900.1	1488	1324.73	28	0.768701
Phvul.010G166000.1	471	307.868	162.218	19.1629
Phvul.010G043200.1	726	562.731	0	0
Phvul.010G105300.2	1179	1015.73	34	1.21738
Phvul.010G164900.1	2412	2248.73	2765	44.7183
Phvul.010G000300.2	1122	958.731	693	26.2884
Phvul.010G089000.1	252	97.5705	18.5619	6.9188
Phvul.010G127900.1	387	224.603	353	57.1592
Phvul.010G055800.3	966	802.731	3	0.135918
Phvul.010G055800.2	966	802.731	3	0.135918
Phvul.010G145300.1	1986	1822.73	1076	21.4693
Phvul.010G061800.1	216	67.7998	0	0
Phvul.010G021800.1	606	442.731	203	16.6757
Phvul.010G009800.1	1059	895.731	108.798	4.41743
Phvul.010G039200.1	948	784.731	0	0
Phvul.010G043400.1	966	802.731	16	0.724899
Phvul.010G036500.1	1203	1039.73	19	0.664599
Phvul.010G036500.2	1176	1012.73	0	0
Phvul.010G045000.3	984	820.731	0	0
Phvul.010G045000.1	951	787.731	129.888	5.99676
Phvul.010G045000.4	936	772.731	0	0
Phvul.010G045000.5	903	739.731	8.65954	0.425744
Phvul.010G045000.6	891	727.731	0	0
Phvul.010G045000.2	858	694.731	241.79	12.6575
Phvul.010G045000.7	783	619.731	25.6632	1.50604
Phvul.010G102100.1	1473	1309.73	302	8.38595
Phvul.010G143200.1	1773	1609.73	197	4.45082
Phvul.010G077800.1	459	295.936	3	0.368681
Phvul.010G164100.1	816	652.731	117	6.51897
Phvul.010G092800.2	1341	1177.73	161.057	4.97349
Phvul.010G092800.1	1107	943.731	45.9428	1.7705
Phvul.010G150900.1	459	295.936	409	50.2636
Phvul.010G091701.1	3531	3367.73	0	0
Phvul.010G120500.1	1884	1720.73	344.146	7.27373
Phvul.010G120500.2	1434	1270.73	29.8538	0.854424
Phvul.010G083300.1	675	511.731	617	43.8501
Phvul.010G000100.1	411	248.332	0	0
Phvul.010G000100.2	363	201.135	13	2.35062
Phvul.010G052300.1	672	508.731	85	6.07656
Phvul.010G037500.1	216	67.7998	1	0.536413
Phvul.010G028400.1	1404	1240.73	24.2058	0.709527
Phvul.010G083700.1	897	733.731	5	0.247834
Phvul.010G039500.1	423	260.237	30	4.19256
Phvul.010G106600.1	1269	1105.73	0	0
Phvul.010G075000.1	300	140.879	0	0
Phvul.010G079200.1	648	484.731	0	0
Phvul.010G079200.2	639	475.731	0	0
Phvul.010G131650.1	3168	3004.73	177.542	2.14894
Phvul.010G074100.1	2052	1888.73	4.08115	0.0785849
Phvul.010G132600.1	2595	2431.73	969.698	14.5027
Phvul.010G132600.2	2511	2347.73	6.52101e-08	1.01017e-09
Phvul.010G132600.3	2502	2338.73	26.3024	0.409018
Phvul.010G131800.1	900	736.731	72	3.55427
Phvul.010G141533.1	654	490.731	0	0
Phvul.010G018500.1	591	427.731	438	37.2418
Phvul.010G020600.1	945	781.731	0	0
Phvul.010G153800.1	759	595.731	586	35.7746
Phvul.010G018300.1	2715	2551.73	418.684	5.96731
Phvul.010G018300.2	2661	2497.73	0.315773	0.00459787
Phvul.010G133500.1	1011	847.731	127	5.44845
Phvul.010G084000.1	990	826.731	424	18.6522
Phvul.010G038400.1	1680	1516.73	292	7.00167
Phvul.010G038400.3	1680	1516.73	292	7.00167
Phvul.010G130700.1	1764	1600.73	571	12.9731
Phvul.010G040600.1	1878	1714.73	0	0
Phvul.010G015700.1	1101	937.731	724	28.0794
Phvul.010G107300.1	504	340.778	0	0
Phvul.010G047200.1	645	481.731	0	0
Phvul.010G067900.1	1809	1645.73	4860	107.4
Phvul.010G124100.1	954	790.731	2	0.0919874
Phvul.010G037300.1	1149	985.731	0	0
Phvul.010G114500.1	1782	1618.73	1099	24.6917
Phvul.010G054300.1	765	601.731	75	4.533
Phvul.010G003500.1	207	60.8934	0	0
Phvul.010G107500.1	531	367.76	65.4546	6.47296
Phvul.010G053900.1	1272	1108.73	3256.99	106.836
Phvul.010G095600.1	3567	3403.73	420.692	4.49507
Phvul.010G011100.1	447	283.972	128	16.3931
Phvul.010G130400.4	399	236.465	0	0
Phvul.010G152300.1	945	781.731	9256	430.619
Phvul.010G019800.1	495	331.803	45	4.93241
Phvul.010G022800.1	414	251.294	120	17.367
Phvul.010G099700.1	1506	1342.73	138	3.73781
Phvul.010G138500.1	987	823.731	0	0
Phvul.010G142700.1	1293	1129.73	141	4.53912
Phvul.010G053600.1	3003	2839.73	681.37	8.72636
Phvul.010G053600.2	2781	2617.73	12.6295	0.175465
Phvul.010G162800.1	486	322.844	4	0.450603
Phvul.010G129100.1	2142	1978.73	2953	54.2755
Phvul.010G030500.2	738	574.731	572	36.1958
Phvul.010G120200.1	1107	943.731	454	17.4958
Phvul.010G117100.1	1626	1462.73	2009	49.9508
Phvul.010G157300.1	549	385.741	14	1.31995
Phvul.010G098400.1	1002	838.731	945	40.9766
Phvul.010G086700.1	2139	1975.73	1225	22.5494
Phvul.010G135500.2	1929	1765.73	11029	227.164
Phvul.010G006300.1	1047	883.731	372	15.3091
Phvul.010G105700.1	765	601.731	128	7.73633
Phvul.010G090400.1	1791	1627.73	189	4.22286
Phvul.010G063600.1	570	406.741	13369	1195.39
Phvul.010G134800.1	2589	2425.73	2	0.0299857
Phvul.010G104100.2	1740	1576.73	26	0.599712
Phvul.010G104100.1	1740	1576.73	26	0.599712
Phvul.010G158000.1	1569	1405.73	0	0
Phvul.010G158000.2	1299	1135.73	2	0.0640445
Phvul.010G089200.1	1098	934.731	515.494	20.0569
Phvul.010G089200.2	1086	922.731	12.5058	0.492907
Phvul.010G103600.1	552	388.741	0	0
Phvul.010G001300.1	1455	1291.73	13.394	0.377108
Phvul.010G090100.1	537	373.751	1146.71	111.584
Phvul.010G141800.1	3660	3496.73	546	5.67881
Phvul.010G116700.1	834	670.731	2	0.108445
Phvul.010G086300.1	447	283.972	20.0195	2.56393
Phvul.010G086300.2	447	283.972	20.0195	2.56393
Phvul.010G086300.3	447	283.972	20.0195	2.56393
Phvul.010G086300.4	330	169.222	7.56496	1.62584
Phvul.010G086300.5	330	169.222	7.56496	1.62584
Phvul.010G086300.6	330	169.222	7.56496	1.62584
Phvul.010G060900.1	807	643.731	1	0.0564967
Phvul.010G046900.1	456	292.936	551	68.408
Phvul.010G046900.2	456	292.936	551	68.408
Phvul.010G128300.1	2004	1840.73	458.986	9.06853
Phvul.010G128300.2	1980	1816.73	0.0135658	0.000271571
Phvul.010G122900.1	225	74.9378	15	7.27977
Phvul.010G003100.1	1167	1003.73	53	1.92037
Phvul.010G063500.1	564	400.741	242	21.9623
Phvul.010G110000.1	633	469.731	3	0.232273
Phvul.010G039100.1	1032	868.731	6	0.251185
Phvul.010G097800.1	975	811.731	5	0.224019
Phvul.010G132000.1	1317	1153.73	307.399	9.69004
Phvul.010G007100.1	606	442.731	508	41.7303
Phvul.010G051700.1	354	192.352	0	0
Phvul.010G054600.1	1356	1192.73	513.287	15.6511
Phvul.010G131100.2	435	272.124	0	0
Phvul.010G148000.1	1749	1585.73	35.2385	0.808192
Phvul.010G148000.2	1659	1495.73	18.7615	0.456186
Phvul.010G144500.1	2085	1921.73	83	1.57077
Phvul.010G045600.1	1497	1333.73	179.285	4.8888
Phvul.010G045600.2	1410	1246.73	11.7153	0.341751
Phvul.010G039600.1	1563	1399.73	292	7.58692
Phvul.010G075400.1	663	499.731	1323	96.2833
Phvul.010G078400.1	939	775.731	394	18.4719
Phvul.010G093900.1	978	814.731	175	7.8118
Phvul.010G035500.1	219	70.234	0	0
Phvul.010G165200.1	2070	1906.73	0	0
Phvul.010G165200.2	1878	1714.73	44	0.93322
Phvul.010G022700.1	1593	1429.73	0	0
Phvul.010G002000.1	720	556.731	317	20.7081
Phvul.010G002000.2	612	448.731	0.000235648	1.90987e-05
Phvul.010G002000.3	612	448.731	0.000235648	1.90987e-05
Phvul.010G116600.1	1434	1270.73	374	10.704
Phvul.010G146200.1	2511	2347.73	1512	23.4224
Phvul.010G104700.1	609	445.731	33	2.69258
Phvul.010G103900.1	1437	1273.73	3	0.0856586
Phvul.010G152000.1	1593	1429.73	643	16.3563
Phvul.010G072700.2	1959	1795.73	250.051	5.06424
Phvul.010G072700.1	1959	1795.73	250.051	5.06424
Phvul.010G072700.3	1956	1792.73	0	0
Phvul.010G072700.4	1956	1792.73	0	0
Phvul.010G155100.1	399	236.465	361	55.5223
Phvul.010G087300.3	1104	940.731	24.4638	0.945769
Phvul.010G087300.1	1086	922.731	202.984	8.00046
Phvul.010G087300.2	978	814.731	0.551774	0.0246306
Phvul.010G001800.1	519	355.778	7205.99	736.617
Phvul.010G001800.2	423	260.237	5.00584	0.699577
Phvul.010G023000.1	1398	1234.73	2	0.0589094
Phvul.010G098200.1	1314	1150.73	241	7.61676
Phvul.010G002400.1	258	102.797	0	0
Phvul.010G113266.1	504	340.778	19	2.02773
Phvul.010G085400.1	786	622.731	0	0
Phvul.010G080800.1	1260	1096.73	792.5	26.2801
Phvul.010G080800.2	1260	1096.73	792.5	26.2801
Phvul.010G091650.1	2226	2062.73	1.82263	0.0321354
Phvul.010G112800.1	2076	1912.73	388	7.37743
Phvul.010G108400.2	726	562.731	283	18.29
Phvul.010G137600.1	402	239.423	361	54.8363
Phvul.010G159200.1	1743	1579.73	138	3.17704
Phvul.010G160500.1	423	260.237	3135	438.123
Phvul.010G133700.1	627	463.731	102	7.99947
Phvul.010G061500.1	501	337.795	0	0
Phvul.010G028500.1	2202	2038.73	380.203	6.78239
Phvul.010G028500.3	1548	1384.73	93.8373	2.46455
Phvul.010G116200.1	3159	2995.73	412	5.00175
Phvul.010G116200.2	3159	2995.73	412	5.00175
Phvul.010G005600.1	480	316.852	40.1346	4.60669
Phvul.010G005600.2	366	204.064	63.8654	11.3822
Phvul.010G110700.1	2631	2467.73	727.103	10.7158
Phvul.010G110700.2	2199	2035.73	0	0
Phvul.010G101100.1	624	460.731	137	10.8144
Phvul.010G086400.1	960	796.731	0	0
Phvul.010G150700.1	801	637.731	2	0.114056
Phvul.010G165600.1	1836	1672.73	50	1.0871
Phvul.010G165600.2	1824	1660.73	0	0
Phvul.010G119200.1	831	667.731	0	0
Phvul.010G022500.1	1242	1078.73	0	0
Phvul.010G158200.1	633	469.731	320	24.7758
Phvul.010G050400.1	381	218.731	0	0
