"","gene_id","target_id","gene_description","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"11","Phvul.010G124800","Phvul.010G124800.1","PTHR22835:SF262 - GDSL ESTERASE/LIPASE 5-RELATED (1 of 3)",6.77022164700476e-08,0.000168929339586672,29.1293873378685,25.6326700289752,1,5.38712911594442,5.12653400579504,0.0153173074961843,5.11121669829885,0.0221612007431431,5.11121669829885
"12","Phvul.004G090800","Phvul.004G090800.1","1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 96)",1.02401207630677e-07,0.000234217162153267,28.3280528051534,58.2812822109937,1,2.41980826692313,11.6562564421987,0.00243455233133692,11.6538218898674,0.284412434245981,11.6538218898674
"13","Phvul.011G014200","Phvul.011G014200.2","PTHR23155:SF402 - DISEASE RESISTANCE PROTEIN RPP13-RELATED (1 of 8)",1.11467336426012e-07,0.000235341844837288,28.1638468458271,20.8092591497153,1,4.6406290657509,4.16185182994306,0.0395209292887307,4.12233090065433,0.0326239384430707,4.12233090065433
"14","Phvul.010G029201","Phvul.010G029201.1","PTHR11017//PTHR11017:SF163 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 62)",1.47269629291272e-07,0.000284104511718808,27.6249141128722,14.4918548761048,1,5.02128324351701,2.89837097522097,0.0181596590875244,2.88021131613344,0.0264378588786976,2.88021131613344
"15","Phvul.006G116100","Phvul.006G116100.1","PF02519 - Auxin responsive protein (Auxin_inducible)  (1 of 85)",1.55265335948633e-07,0.000284104511718808,27.5226519564687,18.6342177503075,1,4.3904483348656,3.7268435500615,0.0356437639267041,3.69119978613479,0.0375037572971107,3.69119978613479
"16","Phvul.002G134700","Phvul.002G134700.1","PTHR21493//PTHR21493:SF2 - CGI-141-RELATED/LIPASE CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 9)",1.87995107503692e-07,0.000322493857228365,27.1527755348285,16.3262038508087,1,4.44797539865864,3.26524077016173,0.0472375211886022,3.21800324897313,0.036313815311627,3.21800324897313
"17","Phvul.010G029100","Phvul.010G029100.1","PF00931//PF01582 - NB-ARC domain (NB-ARC)  // TIR domain (TIR)  (1 of 28)",2.09595993829308e-07,0.000338398896625472,26.9425267288387,19.9002659702114,1,4.3028313015914,3.98005319404228,0.0687189673396932,3.91133422670259,0.0394628475448305,3.91133422670259
"18","Phvul.010G026100","Phvul.010G026100.1","PF00931//PF13676 - NB-ARC domain (NB-ARC)  // TIR domain (TIR_2)  (1 of 30)",2.51623983861883e-07,0.00036677639880153,26.5893732307881,20.2749804437691,1,4.68909465829493,4.05499608875383,0.0508276534412747,4.00416843531255,0.0317192713783108,4.00416843531255
"19","Phvul.008G057800","Phvul.008G057800.1","2.1.1.158 - 7-methylxanthosine synthase / XRS1 (1 of 5)",2.53898479878641e-07,0.00036677639880153,26.5719880922434,12.4169937701773,1,4.49210060010686,2.48339875403546,0.032489661951961,2.4509090920835,0.03543845592541,2.4509090920835
"20","Phvul.005G159800","Phvul.005G159800.3","PTHR22850:SF85 - WD-40 REPEAT-CONTAINING PROTEIN MSI4-RELATED (1 of 1)",2.80985443990026e-07,0.000367247975294964,26.3761726562263,5.03505016646539,1,6.07012242004454,1.00701003329308,0.00300321096566326,1.00400682232742,0.0170212183726008,1.00400682232742
"21","Phvul.006G052200","Phvul.006G052200.1","PTHR24223:SF181 - ABC TRANSPORTER C FAMILY MEMBER 3-RELATED (1 of 2)",2.7425586588948e-07,0.000367247975294964,26.4229960085692,6.43690575667882,1,5.87363885331202,1.28738115133577,0.00477630093178503,1.28260485040398,0.0181280392264413,1.28260485040398
"22","Phvul.010G028700","Phvul.010G028700.1","PF01582//PF05729 - TIR domain (TIR)  // NACHT domain (NACHT)  (1 of 1)",3.34993800407215e-07,0.000383107284990701,26.0366697835172,11.4604372467163,1,4.73776725856622,2.29208744934326,0.0269781119626098,2.26510933738065,0.0308186481358403,2.26510933738065
"23","Phvul.003G186700","Phvul.003G186700.1","PTHR31434:SF2 - S PHASE CYCLIN A-ASSOCIATED PROTEIN IN THE ENDOPLASMIC RETICULUM (1 of 1)",3.29672428920954e-07,0.000383107284990701,26.0675854109147,2.41221197181934,1,6.58393244777667,0.482442394363868,0.00151510337618589,0.480927290987682,0.0153980492104314,0.480927290987682
"24","Phvul.008G276201","Phvul.008G276201.1","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",3.24532778842757e-07,0.000383107284990701,26.0979238981926,4.28869864157526,1,5.6393679821857,0.857739728315053,0.00394786834857731,0.853791859966474,0.0198037786533007,0.853791859966474
"25","Phvul.011G184600","Phvul.011G184600.1","K13691 - pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-] Glc b1-2 SA (SGT1)  (1 of 9)",3.60487763436925e-07,0.000395772305722131,25.8950746999266,10.6447890507068,1,4.4940200172741,2.12895781014136,0.0261613050938811,2.10279650504748,0.0354009707607158,2.10279650504748
"26","Phvul.010G027700","Phvul.010G027700.1","PTHR11017//PTHR11017:SF163 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 62)",3.96742143073036e-07,0.000406501838825245,25.7101150693888,3.52687046509489,1,5.6683808332693,0.705374093018978,0.00536804547087609,0.700006047548102,0.0195680781752081,0.700006047548102
"27","Phvul.008G289500","Phvul.008G289500.1","4.3.1.24 - Phenylalanine ammonia-lyase (1 of 6)",3.99881577158947e-07,0.000406501838825245,25.6949040970379,3.48231225157021,1,7.42513336716643,0.696462450314044,0.000766229297921416,0.695696221016121,0.0164858454347721,0.695696221016121
"28","Phvul.005G077000","Phvul.005G077000.1","",4.1970952518541e-07,0.000411420262062998,25.6015159898802,10.4359918841608,1,4.77101300166946,2.08719837683215,0.014721459831324,2.07247691700083,0.030231092397773,2.07247691700083
"29","Phvul.004G082600","Phvul.004G082600.1","PTHR19139:SF167 - AQUAPORIN PIP2-1-RELATED (1 of 5)",4.5303712558337e-07,0.000428776206409888,25.4540860263829,9.48074598013439,1,6.25853526106328,1.89614919602688,0.00361594461687196,1.89253325141001,0.0161958482482942,1.89253325141001
"30","Phvul.004G013000","Phvul.004G013000.1","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",5.80964987540097e-07,0.000531524867100435,24.9744034907888,4.64477178471354,1,5.721635560336,0.928954356942708,0.00584675155194054,0.923107605390768,0.0191558760862791,0.923107605390768
"31","Phvul.008G076450","Phvul.008G076450.3","",7.46881569622526e-07,0.000661279304562241,24.4902156223236,62.7766356543647,1,2.54035069376962,12.5553271308729,0.3002297954405,12.2550973354324,0.243837110232088,12.2550973354324
"32","Phvul.007G054300","Phvul.007G054300.1","PTHR23024//PTHR23024:SF193 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED (1 of 2)",7.76668447408974e-07,0.000666163089876066,24.4148711565533,66.615226905538,1,3.40396925150567,13.3230453811076,0.181425419995957,13.1416199611116,0.0870087866017561,13.1416199611116
"33","Phvul.010G029000","Phvul.010G029000.3","PF00931//PF01582 - NB-ARC domain (NB-ARC)  // TIR domain (TIR)  (1 of 28)",9.09405823091203e-07,0.000756377625041947,24.1109736745957,48.0993502786224,1,2.13695935827364,9.61987005572447,0.0790672750061847,9.54080278071829,0.408564694360069,9.54080278071829
"34","Phvul.008G160400","Phvul.008G160400.1","PTHR16223:SF19 - TRANSCRIPTION FACTOR BHLH83-RELATED (1 of 3)",9.50308273999851e-07,0.000767150329308056,24.0262581449135,44.4857988905778,1,2.02834352116609,8.89715977811555,0.00377216487342497,8.89338761324213,0.469500823708989,8.89338761324213
"35","Phvul.008G257800","Phvul.008G257800.1","",1.08858643469013e-06,0.000829956440915002,23.7647374210808,1.97582117673145,1,6.98815306918424,0.39516423534629,0.00159377825984775,0.393570457086443,0.0153409593859312,0.393570457086443
"36","Phvul.002G333800","Phvul.002G333800.9","",1.07732978780363e-06,0.000829956440915002,23.7847440656138,45.3130703519476,1,2.05233639607797,9.06261407038952,0.0310884648258582,9.03152560556366,0.45531020785032,9.03152560556366
"37","Phvul.008G152700","Phvul.008G152700.1","",1.19053915591803e-06,0.000834996568542846,23.5924469270647,10.7399122105078,1,4.05363249078041,2.14798244210157,0.0333891338598498,2.11459330824172,0.0466793104999452,2.11459330824172
"38","Phvul.006G031700","Phvul.006G031700.1","PTHR12526:SF360 - SUCROSE-PHOSPHATE SYNTHASE 3-RELATED (1 of 1)",1.19224236736508e-06,0.000834996568542846,23.5896960677236,6.06900425032086,1,4.23673704125928,1.21380085006417,0.0206380484323633,1.19316280163181,0.0410982318076019,1.19316280163181
"39","Phvul.002G051500","Phvul.002G051500.1","",1.22595029272634e-06,0.000834996568542846,23.536050382574,1.57681127886248,1,7.21632264075806,0.315362255772497,0.000757316440368833,0.314604939332128,0.015822927385878,0.314604939332128
"40","Phvul.002G324900","Phvul.002G324900.1","2.7.13.3//3.1.3.16 - Histidine kinase / Protein kinase (histidine) // Protein-serine/threonine phosphatase / Serine/threonine specific protein phosphatase (1 of 2)",1.27773002072356e-06,0.000834996568542846,23.4564592518746,1.48106383203583,1,6.33874975313057,0.296212766407166,0.000751298703214049,0.295461467703953,0.0159285531396231,0.295461467703953
"41","Phvul.002G324900","Phvul.002G324900.2","",1.27773002072356e-06,0.000834996568542846,23.4564592518746,1.48106383203583,1,6.33874975313057,0.296212766407166,0.000751298703214049,0.295461467703953,0.0159285531396231,0.295461467703953
"42","Phvul.002G324900","Phvul.002G324900.3","",1.27773002072356e-06,0.000834996568542846,23.4564592518746,1.48106383203583,1,6.33874975313057,0.296212766407166,0.000751298703214049,0.295461467703953,0.0159285531396231,0.295461467703953
"43","Phvul.004G002700","Phvul.004G002700.1","PF14368 - Probable lipid transfer (LTP_2)  (1 of 66)",1.31421301231235e-06,0.000838865222068302,23.4023001495856,4.40148734249592,1,4.91440583781245,0.880297468499184,0.0129894621647922,0.867308006334392,0.0279376442825207,0.867308006334392
"44","Phvul.011G194700","Phvul.011G194700.1","PTHR27002:SF95 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE B120 (1 of 12)",1.39165386098524e-06,0.000852717478129732,23.2921701607313,8.07450341806346,1,5.42048472126227,1.61490068361269,0.00744249920275672,1.60745818440994,0.0218196962865801,1.60745818440994
"45","Phvul.001G089000","Phvul.001G089000.1","PF03004 - Plant transposase (Ptta/En/Spm family) (Transposase_24)  (1 of 17)",1.39805029751295e-06,0.000852717478129732,23.2833502461086,45.5400715053149,1,2.35938772599974,9.10801430106298,0.0745450945192055,9.03346920654377,0.307272448814395,9.03346920654377
"46","Phvul.010G063900","Phvul.010G063900.1","PTHR21495:SF77 - DIRIGENT PROTEIN 19 (1 of 6)",1.48466779081288e-06,0.000868848679999504,23.1677453695519,1.99654419778978,1,8.22290978285114,0.399308839557956,0.000308306089071334,0.399000533468884,0.0213053422172045,0.399000533468884
"47","Phvul.008G277100","Phvul.008G277100.2","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",1.48780879367423e-06,0.000868848679999504,23.1636813876168,4.52532394448617,1,5.14092668017775,0.905064788897235,0.00888574679634933,0.896179042100884,0.0249199348868966,0.896179042100884
"48","Phvul.009G105300","Phvul.009G105300.1","",1.52396872290163e-06,0.00087142436536419,23.1175060266919,2.49449428294292,1,7.14895690899748,0.498898856588586,0.000793492358696653,0.498105364229888,0.0156531891615614,0.498105364229888
"49","Phvul.007G135800","Phvul.007G135800.1","PTHR11926//PTHR11926:SF359 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 1)",1.70641157035089e-06,0.000955834252477979,22.9001204884973,16.1926660267558,1,4.26894946239966,3.23853320535116,0.0347108611433195,3.20382234420784,0.0402815900178015,3.20382234420784
"50","Phvul.008G279800","Phvul.008G279800.1","PTHR13301//PTHR13301:SF57 - X-BOX TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 1)",1.82206550816908e-06,0.000980592784366996,22.7740812647563,4.60854554592268,1,5.52657344269399,0.921709109184535,0.00642976024821843,0.915279348936317,0.0207919217887922,0.915279348936317
"51","Phvul.006G033032","Phvul.006G033032.1","PTHR11742:SF44 - ALPHA-MANNOSIDASE I MNS5-RELATED (1 of 3)",1.79048523356232e-06,0.000980592784366996,22.8076827101575,44.229076174811,1,2.34261914330119,8.84581523496219,0.0742641660562097,8.77155106890598,0.313940316575983,8.77155106890598
"52","Phvul.002G137100","Phvul.002G137100.1","PTHR10694:SF33 - TRANSCRIPTION FACTOR JUMONJI (JMJ) FAMILY PROTEIN / ZINC FINGER (C5HC2 TYPE) FAMILY PROTEIN (1 of 3)",1.88789336074858e-06,0.000996480943701277,22.7058794943828,1.96353418030404,1,6.96863983773816,0.392706836060807,0.00100696301264531,0.391699873048162,0.0153160443959711,0.391699873048162
"53","Phvul.010G043800","Phvul.010G043800.2","PTHR10992:SF784 - ALPHA-HYDROXYNITRILE LYASE-RELATED (1 of 2)",2.034592834688e-06,0.00102234500724561,22.5620973865067,3.04809201097977,1,5.99648958647828,0.609618402195953,0.00323561253741773,0.606382789658537,0.0174100328440886,0.606382789658537
"54","Phvul.003G030500","Phvul.003G030500.1","3.1.30.1 - Aspergillus nuclease S(1) / Single-stranded-nucleate endonuclease (1 of 5)",2.08064886314172e-06,0.00102234500724561,22.5190964025296,4.81623744115345,1,5.41124391607277,0.963247488230689,0.00731789232719531,0.955929595903495,0.0219134593127023,0.955929595903495
"55","Phvul.011G161100","Phvul.011G161100.1","1.14.13.173 - 11-oxo-beta-amyrin 30-oxidase / CYP72A154 (1 of 17)",2.08588626828995e-06,0.00102234500724561,22.5142669990524,3.36060804586743,1,6.01409938572067,0.672121609173487,0.00309908901220366,0.669022520161282,0.0173140006246398,0.669022520161282
"56","Phvul.008G276251","Phvul.008G276251.1","3.6.3.44 - Xenobiotic-transporting ATPase / Steroid-transporting ATPase (1 of 59)",2.04095946499657e-06,0.00102234500724561,22.5560952514772,4.72674951859509,1,5.27944196397275,0.945349903719019,0.00808389225556841,0.937266011463449,0.0233184398546877,0.937266011463449
"57","Phvul.002G080100","Phvul.002G080100.1","PTHR11260:SF193 - GLUTATHIONE S-TRANSFERASE U11-RELATED (1 of 2)",2.14521683844061e-06,0.00103297836078385,22.4603923298941,12.7423861800107,1,4.37594706703359,2.54847723600214,0.0247568023315361,2.5237204336706,0.0378144126661627,2.5237204336706
"58","Phvul.004G142700","Phvul.004G142700.1","PF00560//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat (LRR_8)  (1 of 35)",2.32803794988437e-06,0.00109819775836438,22.3033197536359,40.0172266696607,1,1.88869835938673,8.00344533393214,0.00630515958976236,7.99714017434238,0.561158866659894,7.99714017434238
"59","Phvul.001G145600","Phvul.001G145600.1","PTHR21495:SF71 - DIRIGENT PROTEIN 1-RELATED (1 of 10)",2.36068305255577e-06,0.00109819775836438,22.276579835549,3.01822269557274,1,5.91553071492388,0.60364453911455,0.00345938461981045,0.600185154494738,0.017874285371189,0.600185154494738
"60","Phvul.002G132400","Phvul.002G132400.1","1.23.1.4 - (-)-lariciresinol reductase / Pinoresinol/lariciresinol reductase (1 of 2)",2.40348580210486e-06,0.00109947458017287,22.2420763156402,2.74275622291601,1,5.60830172565126,0.548551244583201,0.00560566472911546,0.542945579854086,0.0200646828185385,0.542945579854086
"61","Phvul.003G046001","Phvul.003G046001.1","",2.58172715409709e-06,0.00113355678678964,22.1047308148329,26.1841342025592,1,3.43000571304074,5.23682684051184,0.23772304699624,4.9991037935156,0.0846164090447265,4.9991037935156
"62","Phvul.009G187800","Phvul.009G187800.1","PTHR11260:SF221 - GLUTATHIONE S-TRANSFERASE U9 (1 of 1)",2.54928835549349e-06,0.00113355678678964,22.1290041995117,1.94866916420196,1,7.40793391165515,0.389733832840392,0.000729309130375721,0.389004523710016,0.0164231447293462,0.389004523710016
"63","Phvul.002G129900","Phvul.002G129900.1","PTHR23155//PTHR23155:SF505 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 23)",2.60189009974669e-06,0.00113355678678964,22.0897969593629,6.89683111312053,1,4.07673696207326,1.37936622262411,0.0314949303764988,1.34787129224761,0.0458684501125096,1.34787129224761
"64","Phvul.005G034666","Phvul.005G034666.1","1.1.1.195 - Cinnamyl-alcohol dehydrogenase / CAD (1 of 20)",2.79679361775627e-06,0.00119943116291494,21.951149305686,3.50067390864533,1,5.91529974146148,0.700134781729064,0.00333739678588308,0.696797384943182,0.0178756604362815,0.696797384943182
"65","Phvul.004G100800","Phvul.004G100800.1","K05666 - ATP-binding cassette, subfamily C (CFTR/MRP), member 2 (ABCC2)  (1 of 3)",2.96182465781624e-06,0.0012506646366628,21.8411308221915,36.3920132264837,1,2.92250180010711,7.27840264529673,0.308481980982471,6.96992066431426,0.151079795157281,6.96992066431426
"66","Phvul.005G110900","Phvul.005G110900.1","",3.05798077565586e-06,0.00127170300529434,21.7798299790428,9.52133308756566,1,3.68633586639979,1.90426661751313,0.0557399832312738,1.84852663428186,0.0650579664807836,1.84852663428186
"67","Phvul.008G167350","Phvul.008G167350.1","KOG0058 - Peptide exporter, ABC superfamily (1 of 4)",3.14754590655009e-06,0.00128941332085194,21.7244463483581,3.12028642839388,1,6.80276290582629,0.624057285678778,0.00129530265684621,0.622761983021931,0.0152249478576634,0.622761983021931
"68","Phvul.004G103900","Phvul.004G103900.1","2.4.1.170 - Isoflavone 7-O-glucosyltransferase (1 of 4)",3.21877939273796e-06,0.00129920349988939,21.6815157320498,5.73150859136048,1,5.69758074201833,1.1463017182721,0.00594597453533963,1.14035574373676,0.019338753327329,1.14035574373676
"69","Phvul.010G057500","Phvul.010G057500.1","PF00069//PF00954//PF01453 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  (1 of 14)",3.5159939595382e-06,0.00137862123153493,21.5121202999024,5.8221944557178,1,4.43183453267424,1.16443889114356,0.0221160955928545,1.1423227955507,0.0366414745852615,1.1423227955507
"70","Phvul.011G192400","Phvul.011G192400.1","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",3.50249367704278e-06,0.00137862123153493,21.5194978120591,15.5903614301612,1,3.65342565219192,3.11807228603224,0.104045969423989,3.01402631660826,0.0672099049628705,3.01402631660826
"71","Phvul.003G042700","Phvul.003G042700.1","PF07168 - Ureide permease (Ureide_permease)  (1 of 3)",3.73558300417589e-06,0.00140305834037441,21.3959558684439,1.73941426084403,1,6.53327007804367,0.347882852168806,0.00157012831339439,0.346312723855411,0.0154799621677374,0.346312723855411
"72","Phvul.004G009161","Phvul.004G009161.1","PTHR16212:SF4 - FOCADHESIN (1 of 11)",3.66002179301235e-06,0.00140305834037441,21.4351366019811,15.0341218047623,1,4.79616054097765,3.00682436095246,0.0467369587273043,2.96008740222515,0.0298017191774256,2.96008740222515
"73","Phvul.004G142401","Phvul.004G142401.1","KOG0531 - Protein phosphatase 1, regulatory subunit, and related proteins (1 of 5)",3.69035005861619e-06,0.00140305834037441,21.4193138482217,38.427914233396,1,1.83351501843445,7.68558284667919,0.00514062482033275,7.68044222185886,0.602025570924831,7.68044222185886
"74","Phvul.007G048800","Phvul.007G048800.1","PTHR27002:SF122 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 28-RELATED (1 of 17)",3.7827929168108e-06,0.00140305834037441,21.3718777575404,42.33274460857,1,1.9405597488126,8.466548921714,0.00733396764505764,8.45921495406894,0.525232813532251,8.45921495406894
"75","Phvul.010G013100","Phvul.010G013100.1","1.14.13.89 - Isoflavone 2'-hydroxylase / Isoflavone 2'-monooxygenase (1 of 12)",3.95372693169707e-06,0.00144690590792386,21.2871514218916,9.45280425569647,1,3.77807896563431,1.89056085113929,0.0612636647302141,1.82929718640908,0.059529783413001,1.82929718640908
"76","Phvul.004G044066","Phvul.004G044066.1","PTHR13683:SF348 - ASPARTYL PROTEASE FAMILY PROTEIN (1 of 5)",4.06528801459839e-06,0.0014681573702195,21.2338142189852,7.31644250620613,1,4.0818128053919,1.46328850124123,0.0379629456058373,1.42532555563539,0.0456950718196957,1.42532555563539
"77","Phvul.010G026601","Phvul.010G026601.1","PTHR11017//PTHR11017:SF163 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 62)",4.41518384909897e-06,0.00157381235202882,21.0755831175143,14.2708615791919,1,3.55154854442947,2.85417231583837,0.107367122090372,2.746805193748,0.0745021502851673,2.746805193748
"78","Phvul.001G137800","Phvul.001G137800.7","PTHR13634 - RIBOSOME BIOGENESIS PROTEIN BRIX (1 of 7)",4.58861559440198e-06,0.00161466323358399,21.0017603965879,6.18781180987341,1,5.01761003928595,1.23756236197468,0.0415756591677501,1.19598670280693,0.0264869318772051,1.19598670280693
"79","Phvul.010G019201","Phvul.010G019201.1","PTHR13596 - SMALL EDRK-RICH FACTOR 1 (1 of 4)",5.51833897003251e-06,0.00166453777593421,20.6483962816507,25.2036884492524,1,3.16126249726046,5.04073768985047,0.24573504623317,4.7950026436173,0.113963077397197,4.7950026436173
"80","Phvul.003G006100","Phvul.003G006100.1","2.1.1.154 - Isoliquiritigenin 2'-O-methyltransferase / CHMT (1 of 8)",5.66013034573963e-06,0.00166453777593421,20.5998244763653,1.33764294192924,1,7.33017176344828,0.267528588385848,0.000751283284342014,0.266777305101506,0.0161581006262843,0.266777305101506
"81","Phvul.009G149300","Phvul.009G149300.1","PTHR11165:SF24 - S-PHASE KINASE-ASSOCIATED PROTEIN 1 (1 of 1)",5.65021404289697e-06,0.00166453777593421,20.6031814554897,39.2877733916243,1,2.17186482595727,7.85755467832486,0.0724262339544774,7.78512844437038,0.390700215388849,7.78512844437038
"82","Phvul.011G195300","Phvul.011G195300.1","PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 124)",5.08414837352101e-06,0.00166453777593421,20.8053221209702,8.41576895743966,1,3.77374689288144,1.68315379148793,0.0519066314587485,1.63124716002918,0.0597761165491578,1.63124716002918
"83","Phvul.011G150200","Phvul.011G150200.1","PTHR27002:SF9 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 27-RELATED (1 of 4)",5.20607946270396e-06,0.00166453777593421,20.7599347768112,4.66995551676181,1,4.22031788172831,0.933991103352362,0.0180373635266416,0.91595373982572,0.0415302590010142,0.91595373982572
"84","Phvul.008G194600","Phvul.008G194600.1","PTHR31719:SF5 - NAC DOMAIN-CONTAINING PROTEIN 6-RELATED (1 of 2)",4.82265477875458e-06,0.00166453777593421,20.9064599268313,4.41599183587668,1,4.69069471457316,0.883198367175338,0.0153142663691389,0.867884100806198,0.0316893312309945,0.867884100806198
"85","Phvul.008G257200","Phvul.008G257200.1","PTHR11926:SF176 - UDP-GLYCOSYLTRANSFERASE 87A2 (1 of 1)",5.17122022884272e-06,0.00166453777593421,20.7728008700525,1.28239249596101,1,6.33705151957339,0.256478499192203,0.00177397367201434,0.254704525520188,0.0159336437251223,0.254704525520188
"86","Phvul.004G099900","Phvul.004G099900.1","PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 49)",5.27164784460685e-06,0.00166453777593421,20.735966907992,4.7836663358027,1,4.41578031871569,0.95673326716054,0.0170172583484478,0.939716008812092,0.0369719650137489,0.939716008812092
"87","Phvul.004G009761","Phvul.004G009761.1","PTHR16212:SF4 - FOCADHESIN (1 of 11)",5.54600784298956e-06,0.00166453777593421,20.6388204533244,1.51800526378245,1,5.87587772508655,0.303601052756491,0.00451444180114736,0.299086610955343,0.0181142618235612,0.299086610955343
"88","Phvul.004G104900","Phvul.004G104900.1","PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 49)",5.23585151298823e-06,0.00166453777593421,20.7490145698787,17.2893392242289,1,4.59794169850202,3.45786784484578,0.0339411662941067,3.42392667855167,0.0334212569094722,3.42392667855167
